Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17
Adored,4184808992,"""6917529253949239453""",,Legendary,Sniper Rifle,ritual-weapon,Energy,Arc,1600,,Stability,10,Vault,true,false,4,12,,77,73,70,70,45,0,0,56,90,38,4,47,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Adaptive Frame*,Hammer-Forged Rifling*,Accurized Rounds*,Triple Tap,Killing Wind*,Vorpal Weapon,Snapshot Sights*,Mercury Prophetic*,Targeting Adjuster*,Masterworked: Stability*,Rubicund Wrap (Ornament)*,Kill Tracker,Crucible Tracker*,,,,,
Throne-Cleaver,3371413059,"""6917529892030094923""",,Legendary,Sword,legendaryengram,Power,Solar,1800,,Impact,3,Vault,false,false,6,20,,0,0,74,0,0,0,0,0,0,0,52,0,0,0,0,10,80,50,70,0,0,0,false,0,0,,,,Aggressive Frame*,Hungry Edge*,Jagged Edge,Heavy Guard*,Thresh*,Surrounded*,Tier 3: Impact*,To Excess*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Old Sterling,3678653083,"""6917529903085804185""",,Legendary,Auto Rifle,legendaryengram,KineticSlot,Strand,1808,,Range,1,Vault,false,false,6,21,,93,65,21,44,16,0,0,42,600,35,50,73,0,0,0,0,0,0,0,0,0,27,false,0,4,field-forged,,,Adaptive Frame*,Arrowhead Brake*,Fluted Barrel,Extended Mag*,Steady Rounds,Rewind Rounds*,Harmony*,Tier 1: Range*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,,
Mechabre,1280894514,"""6917529832182390270""",,Legendary,Sniper Rifle,events,Energy,Arc,1600,,Range,1,Vault,true,false,5,18,Festival of the Lost,77,46,90,90,45,0,0,33,72,30,3,31,0,0,0,0,0,0,0,0,0,5,false,0,0,,,,Aggressive Frame*,Corkscrew Rifling*,Smallbore,Accurized Rounds*,Tactical Mag,Snapshot Sights*,Opening Shot*,Targeting Adjuster*,Tier 1: Range*,Search Party*,Kill Tracker*,Crucible Tracker,,,,,,
The Keening,409551876,"""6917529354130900072""",,Legendary,Sidearm,crucible,Energy,Arc,1600,,Handling,4,Vault,true,false,4,13,,99,83,49,48,12,0,0,61,300,5,21,54,0,0,0,0,0,0,0,0,0,22,false,0,0,,,,Adaptive Frame*,Hammer-Forged Rifling*,Smallbore,Extended Mag*,Light Mag,Moving Target*,Zen Moment*,Tier 4: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,
Palmyra-B,3489657138,"""6917529883888360963""",,Legendary,Rocket Launcher,legendaryengram,Power,Stasis,1806,,Velocity,1,Vault,false,false,5,16,,65,62,0,0,20,25,65,25,15,52,1,43,0,0,0,0,0,0,0,0,0,5,false,0,0,hakke,,,Häkke Precision Frame*,Hard Launch*,Quick Launch,Alloy Casing*,Impact Casing,Impulse Amplifier*,Frenzy*,Tier 1: Velocity*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
The Fool's Remedy,65611680,"""6917529364505454196""",,Legendary,Sidearm,ironbanner,Energy,Solar,1600,,Reload Speed,2,Vault,true,false,3,11,,94,63,35,30,12,0,0,63,450,20,21,62,0,0,0,0,0,0,0,0,0,22,false,0,0,,,,Rapid-Fire Frame*,Shortspec SAS*,Tactic SAS,Extended Mag*,High-Caliber Rounds,Feeding Frenzy*,Eye of the Storm*,Tier 2: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,
Blowout,1903182562,"""6917529897121302090""",,Legendary,Rocket Launcher,crucible,Power,Arc,1800,,Reload Speed,1,Vault,false,false,5,19,,100,58,0,0,20,55,53,39,20,45,1,51,0,0,0,0,0,0,0,0,0,10,false,0,0,suros,,,Adaptive Frame*,Countermass*,Smart Drift Control,Black Powder*,Implosion Rounds,Impulse Amplifier*,Genesis,Swashbuckler*,Golden Tricorn,Tier 1: Reload Speed*,One Quiet Moment*,Suros Synergy,Kill Tracker*,Crucible Tracker,,,,
Unwavering Duty,906840740,"""6917529892662665303""",,Legendary,Machine Gun,trials,Power,Solar,1810,,Handling,2,Vault,false,false,6,20,,100,72,41,68,16,0,0,60,450,68,64,42,0,0,0,0,0,0,0,0,0,10,false,0,10,suros,,,Adaptive Frame*,Extended Barrel*,Full Bore,Extended Mag,Appended Mag*,Offhand Strike*,Tap the Trigger*,Counterbalance Stock*,Tier 2: Handling*,Alacrity*,One Quiet Moment,Suros Synergy,Kill Tracker*,Crucible Tracker,,,,
Aurvandil FR6,963710795,"""6917529876423817258""",,Legendary,Fusion Rifle,legendaryengram,KineticSlot,Stasis,1600,,Stability,2,Vault,true,false,5,19,,92,63,90,57,15,0,0,26,0,18,5,8,960,0,0,0,0,0,0,0,0,3,false,0,3,omolon,,,High-Impact Frame*,Extended Barrel*,Full Bore,Accelerated Coils*,Ionized Battery,Slideways*,Chill Clip*,Counterbalance Stock*,Tier 2: Stability*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,
Salvager's Salvo,2060863616,"""6917529342539630878""",,Legendary,Grenade Launcher,banshee,Energy,Arc,1600,,Handling,10,Vault,true,false,4,13,,75,70,0,0,13,100,80,36,90,70,1,95,0,0,0,0,0,0,0,0,0,17,false,0,0,,,,Lightweight Frame*,Quick Launch*,Spike Grenades*,Ambitious Assassin*,Demolitionist,Vorpal Weapon,Chain Reaction*,Golden Trace*,Icarus Grip*,Masterworked: Handling*,Pyretic*,Kill Tracker*,Crucible Tracker,,,,,
Battle Scar,2099894368,"""6917529897024609508""",,Legendary,Pulse Rifle,legendaryengram,KineticSlot,Kinetic,1800,,Range,2,Vault,false,false,6,20,,54,67,27,30,17,0,0,49,450,56,31,81,0,0,0,0,0,0,0,0,0,15,false,0,0,,,,Lightweight Frame*,Fluted Barrel*,Polygonal Rifling,Alloy Magazine*,Flared Magwell,Perpetual Motion*,Osmosis*,Tier 2: Range*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,,
Felwinter's Lie,1179141605,"""6917529189581075308""",,Legendary,Shotgun,rasputin,Energy,Solar,1600,,Range,10,Vault,true,false,3,10,,62,33,80,41,12,0,0,19,55,34,4,26,0,0,0,0,0,0,0,0,0,17,false,0,126,,,,Shot Package*,Full Choke*,Accurized Rounds*,Slideshot*,Surplus,Opening Shot*,Vorpal Weapon,Calus's Selected*,Icarus Grip*,Masterworked: Range*,Kill Tracker,Crucible Tracker*,,,,,,
Typhon GL5,3568377122,"""6917529890182300492""",,Legendary,Grenade Launcher,legendaryengram,Power,Stasis,1800,,Blast Radius,2,Vault,false,false,5,16,,80,60,0,0,13,52,35,62,120,45,6,52,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Adaptive Frame*,Countermass*,Hard Launch,Spike Grenades*,Alloy Casing,Impulse Amplifier*,Explosive Light*,Tier 2: Blast Radius*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,
Tripwire Canary,3849444474,"""6917529857812488775""",,Legendary,Combat Bow,rasputin,Energy,Arc,1600,,,,Vault,true,false,5,19,,55,77,68,0,18,0,0,59,0,60,0,68,0,620,43,0,0,0,0,0,0,15,true,6,199,veist,,,Lightweight Frame*,High Tension String*,Carbon Arrow Shaft*,Sneak Bow*,Explosive Head*,Targeting Adjuster*,*,Ambush*,Veist Stinger,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
D.F.A.,575830664,"""6917529864529195663""",,Legendary,Hand Cannon,nightfall,KineticSlot,Kinetic,1600,,Handling,2,Vault,false,false,5,17,,98,77,84,40,14,0,0,79,140,47,9,39,0,0,0,0,0,0,0,0,0,25,false,0,0,,,,Adaptive Frame*,Chambered Compensator*,Full Bore,Extended Mag,Steady Rounds*,Perpetual Motion*,Focused Fury*,Tier 2: Handling*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker*,Crucible Tracker,,,,,,
Iota Draconis,3044460004,"""6917529451232316232""",,Legendary,Fusion Rifle,lost,Energy,Solar,1600,,Range,1,Vault,true,false,4,15,,73,59,95,57,15,0,0,29,0,17,5,37,960,0,0,0,0,0,0,0,0,4,false,0,0,,,,High-Impact Frame*,Corkscrew Rifling,Fluted Barrel*,Ionized Battery,Projection Fuse*,Ensemble*,High-Impact Reserves*,Tier 1: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,
False Promises,3143732432,"""6917529202711833925""",,Legendary,Auto Rifle,contact,KineticSlot,Kinetic,1600,,Handling,3,Vault,true,false,3,11,,100,52,33,84,20,0,0,36,360,38,32,38,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,High-Impact Frame*,Polygonal Rifling,Smallbore*,Extended Mag,Armor-Piercing Rounds*,Subsistence*,Zen Moment*,Counterbalance Stock*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,
Cantata-57,372697604,"""6917529895127852699""",,Legendary,Hand Cannon,legendaryengram,Energy,Arc,1600,,Range,10,Vault,true,false,5,16,,100,87,84,66,14,0,0,51,140,45,11,62,0,0,0,0,0,0,0,0,0,12,false,0,29,suros,,,Adaptive Frame*,Arrowhead Brake*,Full Bore,Accurized Rounds*,Steady Rounds,Eye of the Storm*,Rangefinder*,Envious Touch*,Targeting Adjuster*,Masterworked: Range*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,
Perpetualis,392008588,"""6917529878945991571""",,Legendary,Auto Rifle,seasonpass,KineticSlot,Strand,1797,,,,Vault,false,false,6,20,,78,67,21,48,16,0,0,50,600,58,41,52,0,0,0,0,0,0,0,0,0,26,true,18,1139,,Strand,,Adaptive Frame*,Extended Barrel*,Steady Rounds*,Zen Moment*,Demolitionist*,Counterbalance Stock*,*,Noble Deeds*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Red Herring,3175851496,"""6917529899989781350""",,Legendary,Rocket Launcher,campaign,Power,Void,1600,,Velocity,10,Vault,false,false,5,16,,66,62,0,0,20,55,78,47,20,52,1,40,0,0,0,0,0,0,0,0,0,3,true,15,362,,,,Adaptive Frame*,Linear Compensator*,High-Velocity Rounds*,Tracking Module*,Snapshot Sights*,*,Psychohack*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Thoughtless,4067556514,"""6917529902165820225""",,Legendary,Sniper Rifle,psiops,KineticSlot,Stasis,1600,,Handling,1,Vault,false,false,5,16,,79,67,70,51,46,0,0,59,90,54,4,61,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Adaptive Frame*,Fluted Barrel*,Smallbore,Tactical Mag*,Steady Rounds,Perpetual Motion*,Snapshot Sights*,Tier 1: Handling*,Land Tank*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Lonesome,2199171672,"""6917529902174898294""",,Legendary,Sidearm,gambitprime,KineticSlot,Kinetic,1600,,Range,1,Vault,false,false,3,11,,90,86,51,59,12,0,0,47,260,21,12,48,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Precision Frame*,Fluted Barrel*,Hammer-Forged Rifling,Alloy Magazine*,Light Mag,Zen Moment*,Slideshot*,Tier 1: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,
Hollow Words,607191995,"""6917529202664530470""",,Legendary,Fusion Rifle,contact,Energy,Arc,1600,,Reload Speed,1,Vault,true,false,3,11,,75,63,85,54,18,0,0,43,0,21,6,28,780,0,0,0,0,0,0,0,0,4,false,0,0,,,,Precision Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Liquid Coils*,Particle Repeater,Under Pressure*,Vorpal Weapon*,Tier 1: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,
Legal Action II,3409645497,"""6917529888904896006""",,Legendary,Pulse Rifle,legendaryengram,KineticSlot,Kinetic,1800,,Reload Speed,1,Vault,false,false,4,15,,95,32,33,72,22,0,0,48,340,14,37,14,0,0,0,0,0,0,0,0,0,20,false,0,0,,,,High-Impact Frame*,Extended Barrel*,Hammer-Forged Rifling,Extended Mag*,Alloy Magazine,Moving Target*,Frenzy*,Counterbalance Stock*,Tier 1: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,
Jararaca-3sr,1851521408,"""6917529866336288215""",,Legendary,Scout Rifle,legendaryengram,KineticSlot,Stasis,1600,,Handling,3,Vault,true,false,5,19,,82,64,45,39,20,0,0,43,260,29,17,12,0,0,0,0,0,0,0,0,0,14,false,0,0,veist,,,VEIST Rapid-Fire*,Extended Barrel*,Hammer-Forged Rifling,Appended Mag,Armor-Piercing Rounds*,Rapid Hit*,Focused Fury*,Counterbalance Stock*,Tier 3: Handling*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,,
Austringer,3055790362,"""6917529903066205659""",,Legendary,Hand Cannon,dcv,KineticSlot,Kinetic,1600,,,,Vault,false,false,5,17,,100,75,84,51,14,0,0,69,140,46,11,42,0,0,0,0,0,0,0,0,0,13,false,0,0,,,,Adaptive Frame*,Chambered Compensator*,Hammer-Forged Rifling,High-Caliber Rounds*,Ricochet Rounds,Snapshot Sights*,Rangefinder*,To Excess*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,
Verglas Curve,3659414143,"""6917529875459354387""",,Exotic,Combat Bow,seasonpass,KineticSlot,Stasis,1782,,,,Vault,false,false,6,20,,60,83,68,0,18,0,0,63,0,60,0,72,0,580,53,0,0,0,0,0,0,20,false,0,58,,,,Hail Barrage*,Natural String*,Straight Fletching*,Hail Storm*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Cold Denial,1216130969,"""6917529822990060138""",,Legendary,Pulse Rifle,seasonpass,KineticSlot,Kinetic,1600,,Handling,4,Vault,true,false,3,11,,98,32,33,62,14,0,0,54,340,34,28,23,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,High-Impact Frame*,Chambered Compensator*,Full Bore,Extended Mag,High-Caliber Rounds*,Zen Moment*,Headseeker*,Cursed Azure*,Counterbalance Stock*,Tier 4: Handling*,Kill Tracker,Crucible Tracker*,,,,,,
Pizzicato-22,4100775158,"""6917529894814748331""",,Legendary,Submachine Gun,legendaryengram,KineticSlot,Kinetic,1800,,Handling,1,Vault,false,false,5,18,,100,45,20,53,14,0,0,50,900,50,34,52,0,0,0,0,0,0,0,0,0,22,false,0,0,suros,,,Adaptive Frame*,Extended Barrel*,Smallbore,Alloy Magazine*,Light Mag,Perpetual Motion*,Multikill Clip*,Tier 1: Handling*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,
Horror Story,3829285960,"""6917529833532801083""",,Legendary,Auto Rifle,events,KineticSlot,Kinetic,1600,,Handling,1,Vault,true,false,3,11,Festival of the Lost,88,35,29,63,18,0,0,45,450,56,32,48,0,0,0,0,0,0,0,0,0,10,false,0,20,,,,Precision Frame*,Rifle Scope ST,Red Dot 2 MOA*,Alloy Magazine,Flared Magwell*,Killing Wind*,Demolitionist*,Glacial Whisper*,Counterbalance Stock*,Tier 1: Handling*,Kill Tracker*,Crucible Tracker,,,,,,
Aurvandil FR6,963710795,"""6917529894418053181""",,Legendary,Fusion Rifle,legendaryengram,KineticSlot,Stasis,1800,,Stability,2,Vault,true,false,5,19,,67,63,100,52,15,0,0,31,0,18,5,23,960,0,0,0,0,0,0,0,0,3,false,0,0,omolon,,,High-Impact Frame*,Corkscrew Rifling*,Full Bore,Liquid Coils*,Particle Repeater,Slideways*,Chill Clip*,Tier 2: Stability*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,
Jurassic Green,2603335652,"""6917529836131660966""",,Legendary,Pulse Rifle,events,Energy,Solar,1600,,Range,1,Vault,true,false,5,18,Festival of the Lost,95,76,23,33,17,0,0,41,540,37,35,29,0,0,0,0,0,0,0,0,0,15,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Extended Mag,Light Mag*,Rangefinder*,Frenzy*,Counterbalance Stock*,Tier 1: Range*,Search Party*,Kill Tracker*,Crucible Tracker,,,,,,
Fioritura-59,2566006935,"""6917529845342478330""",,Legendary,Sidearm,legendaryengram,Energy,Void,1600,,Reload Speed,1,Vault,true,false,5,19,,100,64,35,32,12,0,0,63,450,43,15,43,0,0,0,0,0,0,0,0,0,23,false,0,0,suros,,,Rapid-Fire Frame*,Extended Barrel*,Polygonal Rifling,Extended Mag,Alloy Magazine*,Killing Wind*,Kill Clip*,Targeting Adjuster*,Tier 1: Reload Speed*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,
Shattered Cipher,2434225986,"""6917529437311026128""",,Legendary,Machine Gun,seasonpass,Power,Void,1600,,Stability,1,Vault,true,false,4,14,,55,64,25,20,16,0,0,44,900,65,75,47,0,0,0,0,0,0,0,0,0,6,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Alloy Magazine*,Under Pressure*,Adrenaline Junkie*,Tier 1: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
The Keening,409551876,"""6917529870192956063""",,Legendary,Sidearm,crucible,Energy,Arc,1750,,Handling,3,Vault,false,false,4,13,,100,83,49,53,12,0,0,61,300,25,15,43,0,0,0,0,0,0,0,0,0,12,false,0,23,,,,Adaptive Frame*,Extended Barrel*,Smallbore,High-Caliber Rounds*,Ricochet Rounds,Surplus*,Snapshot Sights*,Tier 3: Handling*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,,,
Temporal Clause,3369545945,"""6917529195829080196""",,Legendary,Machine Gun,seasonpass,Power,Void,1600,1060,Reload Speed,2,Vault,true,false,3,8,,59,73,25,31,16,0,0,46,900,65,75,63,0,0,0,0,0,0,0,0,0,6,false,0,0,,,,Rapid-Fire Frame*,Fluted Barrel*,Hammer-Forged Rifling,Appended Mag,Ricochet Rounds*,Firmly Planted*,Rangefinder*,Targeting Adjuster*,Tier 2: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,
Bad Juju,2816212794,"""6917529841787423547""",,Exotic,Pulse Rifle,dcv,KineticSlot,Kinetic,1809,,,10,Vault,true,false,2,7,,85,60,27,40,17,0,0,77,450,47,27,56,0,0,0,0,0,0,0,0,0,35,false,0,389,,,,String of Curses*,Hammer-Forged Rifling*,Steady Rounds*,Hip-Fire Grip*,Short-Action Stock*,Kill Tracker*,Crucible Tracker,Bad Juju Catalyst*,,,,,,,,,,
Typhon GL5,3568377122,"""6917529819713096082""",,Legendary,Grenade Launcher,legendaryengram,Power,Stasis,1600,,Velocity,1,Vault,true,false,5,16,,50,60,0,0,13,75,36,42,120,45,4,37,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Adaptive Frame*,Volatile Launch*,Confined Launch,High-Explosive Ordnance*,High-Velocity Rounds,Steady Hands*,Chill Clip*,Tier 1: Velocity*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,
Sweet Business,1345867570,"""6917529900903691978""",,Exotic,Auto Rifle,,KineticSlot,Kinetic,1600,,,10,Vault,true,false,1,1,,100,80,18,35,16,0,0,55,360,0,45,5,0,0,0,0,0,0,0,0,0,32,false,0,244,,,,Payday*,Polygonal Rifling*,Armor-Piercing Rounds*,Business Time*,Composite Stock*,Sweet Business Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Autumn Wind,3110377595,"""6917529882031059710""",,Legendary,Pulse Rifle,crucible,KineticSlot,Kinetic,1800,,Stability,1,Vault,false,false,6,20,,93,80,23,32,17,0,0,53,540,49,46,35,0,0,0,0,0,0,0,0,0,15,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Alloy Magazine,Flared Magwell*,Envious Assassin*,Headseeker*,Backup Mag*,Tier 1: Stability*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,,
Iterative Loop,1289796511,"""6917529870092272368""",,Legendary,Fusion Rifle,neomuna,Energy,Arc,1731,,Reload Speed,2,Vault,false,false,6,20,,92,34,55,23,15,0,0,30,0,46,8,62,500,0,0,0,0,0,0,0,0,8,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Smallbore,Enhanced Battery*,Ionized Battery,Under Pressure*,Elemental Capacitor*,Counterbalance Stock*,Tier 2: Reload Speed*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,
Redback-5si,1687353095,"""6917529787095003770""",,Legendary,Sidearm,legendaryengram,Energy,Solar,1600,,Handling,1,Vault,true,false,5,16,,89,69,43,35,12,0,0,53,360,63,15,73,0,0,0,0,0,0,0,0,0,20,false,0,0,veist,,,Lightweight Frame*,Corkscrew Rifling*,Fluted Barrel,Tactical Mag*,Steady Rounds,Killing Wind*,Opening Shot*,Tier 1: Handling*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,,,
Yesteryear,1141927949,"""6917529866135097513""",,Legendary,Pulse Rifle,drifter,Energy,Void,1600,,Reload Speed,2,Vault,false,false,5,18,,80,59,29,48,17,0,0,48,390,44,35,52,0,0,0,0,0,0,0,0,0,17,false,0,0,suros,,,Adaptive Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Extended Mag,Armor-Piercing Rounds*,Subsistence*,Rampage*,Tier 2: Reload Speed*,Gun and Run*,Suros Synergy,Kill Tracker*,Crucible Tracker,,,,,,
Brass Attacks,2121785039,"""6917529892996756200""",,Legendary,Sidearm,battlegrounds,Energy,Void,1600,,Reload Speed,1,Vault,false,false,4,13,,100,89,56,41,13,0,0,38,325,28,30,46,0,0,0,0,0,0,0,0,0,12,false,0,2,,,,Aggressive Burst*,Arrowhead Brake*,Extended Barrel,Appended Mag*,Ricochet Rounds,Surplus*,Frenzy*,Tier 1: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,
Trinity Ghoul,814876685,"""6917529835646875483""",,Exotic,Combat Bow,,Energy,Arc,1600,,"Charge Time, Draw Time",10,Vault,true,false,2,4,,77,74,80,0,18,0,0,45,0,60,0,63,0,648,95,0,0,0,0,0,0,24,false,0,0,,,,Split Electron*,High Tension String*,Compact Arrow Shaft*,Lightning Rod*,Kill Tracker*,Crucible Tracker,Trinity Ghoul Catalyst*,,,,,,,,,,,
Vigilance Wing,3628991659,"""6917529862935940016""",,Exotic,Pulse Rifle,,KineticSlot,Kinetic,1600,,,10,Vault,false,false,1,1,,79,60,33,65,17,0,0,70,530,40,30,43,0,0,0,0,0,0,0,0,0,21,false,0,10,,,,Harsh Truths*,Corkscrew Rifling*,Alloy Magazine*,Last Stand*,Composite Stock*,Vigilance Wing Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Wavesplitter,1852863732,"""6917529840282574191""",,Exotic,Trace Rifle,,Energy,Void,1600,,,,Vault,true,false,2,4,,100,100,6,67,16,0,0,96,1000,45,100,46,0,0,0,0,0,0,0,0,0,14,false,0,0,omolon,,,Harmonic Laser*,Polygonal Rifling*,Enhanced Battery*,Supercharged Battery*,Fitted Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Prolonged Engagement,2349907931,"""6917529844783044503""",,Legendary,Submachine Gun,strikes,KineticSlot,Stasis,1600,,Range,4,Vault,true,false,5,19,,100,55,15,44,14,0,0,56,900,29,36,68,0,0,0,0,0,0,0,0,0,21,false,0,0,veist,,,Lightweight Frame*,Full Bore,Hammer-Forged Rifling*,Extended Mag,Ricochet Rounds*,Outlaw*,Rangefinder*,Counterbalance Stock*,Tier 4: Range*,Vanguard's Vindication,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,
Seventh Seraph Carbine,4070357005,"""6917529869729123241""",,Legendary,Auto Rifle,dungeon,KineticSlot,Kinetic,1688,,Stability,2,Vault,false,false,5,19,,100,34,29,68,16,0,0,41,450,41,34,49,0,0,0,0,0,0,0,0,0,17,false,0,8,,,,Precision Frame*,Arrowhead Brake*,Smallbore,Accurized Rounds*,Extended Mag,Reconstruction*,Moving Target*,Tier 2: Stability*,Rasputin's Arsenal*,Kill Tracker*,Crucible Tracker,,,,,,,
Delicate Tomb,374573733,"""6917529821973007407""",,Exotic,Fusion Rifle,,Energy,Arc,1600,,,,Vault,true,false,5,18,,95,35,60,29,15,0,0,37,0,48,6,86,500,0,0,0,0,0,0,0,0,6,false,0,4,,,,Traitor's Vessel*,Fluted Barrel*,Liquid Coils*,Tempest Cascade*,Short-Action Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Funnelweb,3341893443,"""6917529804870458090""",,Legendary,Submachine Gun,legendaryengram,Energy,Void,1600,,Stability,10,Vault,true,false,5,16,,100,54,15,39,14,0,0,69,900,46,37,70,0,0,0,0,0,0,0,0,0,20,false,0,0,veist,,,Lightweight Frame*,Fluted Barrel,Polygonal Rifling*,Alloy Magazine,Flared Magwell*,Perpetual Motion*,Rangefinder*,Counterbalance Stock*,Masterworked: Stability*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,,
Cryosthesia 77K,603721696,"""6917529899310077970""",,Exotic,Sidearm,,KineticSlot,Stasis,1800,,,,Vault,false,false,4,14,,92,93,51,72,12,0,0,61,260,46,12,47,0,0,0,0,0,0,0,0,0,28,false,0,746,,,,LN2 Burst*,Polygonal Rifling*,Particle Repeater*,Liquid Cooling*,Polymer Grip*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Iota Draconis,3044460004,"""6917529868344818523""",,Legendary,Fusion Rifle,lost,Energy,Solar,1600,,Handling,1,Vault,false,false,4,15,,100,59,90,46,15,0,0,24,0,17,5,33,960,0,0,0,0,0,0,0,0,4,false,0,0,,,,High-Impact Frame*,Arrowhead Brake*,Smallbore,Accelerated Coils*,Particle Repeater,Lead from Gold*,High-Impact Reserves*,Tier 1: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,
Mindbender's Ambition,1586231351,"""6917529892306343737""",,Legendary,Shotgun,strikes,Energy,Solar,1810,,Handling,1,Vault,false,false,6,20,,69,39,80,44,12,0,0,29,55,39,6,32,0,0,0,0,0,0,0,0,0,4,false,0,0,,,,Aggressive Frame*,Smoothbore*,Smallbore,Appended Mag*,Tactical Mag,Surplus*,Vorpal Weapon*,Tier 1: Handling*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker*,Crucible Tracker,,,,,,
